container_id,model,bias,actual_std,pred_std,amplitude_ratio,pearson_r,phase_lag_steps,mae,rmse,r2
c_12993,gru,0.04080064311420809,0.07874569609351607,0.004674768075346947,0.05936537877315008,0.18055773910818693,34.0,0.07617607261847571,0.08805962489162088,-0.25054697348477584
c_12993,ridge,0.036204733518456794,0.07874569609351607,0.020149754058299375,0.2558838775692594,0.1669135594095844,-33.0,0.07332933307208638,0.08595344287421869,-0.19144198853248096
c_12999,gru,0.008581448764044763,0.07026363068816519,0.0055951387621462345,0.07963065254879646,0.27299505140376895,-36.0,0.05385315215675716,0.06947860786393714,0.02222024308637749
c_12999,ridge,0.006106827380603623,0.07026363068816519,0.01710631242744507,0.24345898809818212,0.43739145254375056,0.0,0.0483500913899915,0.0649264994751963,0.14614760142289385
c_13020,gru,-0.04445727889800804,0.08091384924899435,0.011603732593357563,0.14340848570495837,0.03774929505625374,11.0,0.07331688492519384,0.09266747772058505,-0.3116228095238742
c_13020,ridge,-0.044704649021991096,0.08091384924899435,0.018991487961731206,0.2347124520462391,0.25116481423013487,18.0,0.07337092530304055,0.09019044396216185,-0.24243971548912824
c_13044,gru,0.0011644171256331656,0.1657157825439153,0.007433813530951738,0.04485881439193488,-0.05235973403895694,-45.0,0.1307073744377061,0.16627489874916943,-0.006759276766201694
c_13044,ridge,-0.0015692527877255193,0.1657157825439153,0.023049028929995084,0.1390877113583735,0.10547743890060642,-29.0,0.12856736796497792,0.16489293551133208,0.009906167450957182
c_13083,gru,-0.0297033505367284,0.11580237214882685,0.010809410363435745,0.09334360050538267,0.2621157072904832,1.0,0.0873760589998978,0.11727366412068918,-0.02557181639188011
c_13083,ridge,-0.03153620091170339,0.11580237214882685,0.014844273804232049,0.12818626707537986,0.2662927689999757,0.0,0.08735426928688743,0.11708782242168927,-0.022323977337909806
c_13166,gru,0.03671924147268065,0.06798944023677965,0.00521424412727356,0.07669197024000289,-0.0783502336390596,-8.0,0.06465163232338712,0.07780493209072596,-0.309577861761281
c_13166,ridge,0.03172328506128893,0.06798944023677965,0.015986228023567396,0.23512810177424387,0.17335172747818767,30.0,0.0602571615503101,0.07421361155033568,-0.1914729917752267
c_13170,gru,-0.060874120414007526,0.06354012430057294,0.00396849075332284,0.06245645247009779,-0.2404260345605027,38.0,0.07152094000829513,0.0887693963569008,-0.951777976083386
c_13170,ridge,-0.05977276781262672,0.06354012430057294,0.01517336011229089,0.23879966051866963,0.3389898088628794,-1.0,0.06827489565947369,0.08477446681003091,-0.7800574282534691
