container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_peak_mae,delta_peak_rmse,delta_residual_mae_scaled,delta_residual_rmse_scaled,delta_residual_pearson_r,delta_residual_r2,delta_residual_std_ratio,delta_energy_recovery_ratio
c_13615,v1_prophet,v2_volatility,0.19827472791088496,0.19280848241173754,4.706114343106876,-0.01823696505500827,-0.009403226207340687,0.0023604134275105257,0.0022953390763302273,0.048090426821638554,-0.13318931689915603,0.05805204047439183,0.01115307790500234
c_13658,v1_prophet,v2_volatility,-0.0028251385419393316,0.005982047741471597,-0.1037891020513193,-0.0063764038445106586,0.013371634648878583,-0.00047085642365657376,0.0009970079569118218,-0.10946168725232382,-0.004742861392250219,0.0026633100550799756,7.458379325843176e-05
c_13690,v1_prophet,v2_volatility,-0.014957885981435659,-0.015024716567827667,-0.33246630383249,-0.0730954545261655,-0.044046559009395025,-0.00041549683281766336,-0.000417353237995223,0.08257970972774054,0.016475514492556687,-0.001767060487587721,0.0008525838134488019
c_1379,v1_prophet,v2_volatility,0.007201791860040718,0.003559925239042472,0.2565949008940738,0.010524781864205579,0.004567037778295924,0.0012002986433401197,0.0005933208731737638,-0.028560935906225438,-0.013120289067624635,-0.032728886295314945,-0.004362055715903137
c_1387,v1_prophet,v2_volatility,0.002403705079253804,-0.0030932997633028037,0.05244211903758078,0.01558199355786205,0.008131890554153198,0.0001001543783022401,-0.00012888749013761913,-0.043147997142512766,0.015346835012359783,0.02173086414428857,0.0031348619601916866
c_13873,v1_prophet,v2_volatility,0.0036597402957454506,0.005546192794085858,0.06708081672405442,0.0037555481821600623,0.006304680363482973,0.0005228200422493501,0.0007923132562981383,-0.09465119944859063,-0.003985575068937264,0.001975694934554964,3.1920718525559587e-05
c_14106,v1_prophet,v2_volatility,-0.00017694541460444232,-0.0002623598914478706,-1.3559298937788888,-0.00017694541460444232,-0.0002623598914478706,-0.000530836243813327,-0.0007870796743436603,0.3112402870616678,0.009377219768452738,-0.002796467500502515,-9.098670847899738e-05
c_14135,v1_prophet,v2_volatility,0.0644370398472538,0.0648238093154303,0.25142152748391133,0.07193479818231285,0.05584682145858988,0.0023865570313797713,0.0024008818264974058,-0.19652124912032123,-0.046492117620105855,-0.02369240979801121,-0.0019916602809063014
c_14296,v1_prophet,v2_volatility,0.01824260024364044,0.02318549014855531,0.14732228004903192,0.027954982616475554,0.02740226000460133,0.0007016384709092327,0.0008917496210982534,-0.10546770406616202,-0.02472428080448852,0.0023610692771755815,0.00012862910835410976
c_14363,v1_prophet,v2_volatility,0.003481491111524737,0.006545339111459603,0.11010845415521153,0.0038750021340092644,0.017446042893107805,0.0008191743791822748,0.001540079790931681,-0.1902519594751983,-0.014098466151888145,-0.0068810303683212795,-0.0003460711438514157
c_14388,v1_prophet,v2_volatility,0.011134649387393614,0.025461851453635664,0.20202094380719693,0.007603176279150414,0.02557834041199336,0.0003374136177998026,0.0007715712561707812,-0.16605842038418234,-0.07412400453001489,0.01860398986807807,0.005736950670050639
c_14396,v1_prophet,v2_volatility,-0.03535212736793669,-0.04464239767967104,-0.27329565461048766,-0.032674571266754215,-0.040589971727488905,-0.0016834346365684344,-0.0021258284609367295,0.1272518160811239,0.05204306181758622,-0.06099371288766589,-0.008444395744581105
c_14413,v1_prophet,v2_volatility,-0.004213565020108945,-0.0031614310070261498,-0.1740345784091204,-0.006193991588109959,-0.003862549244084912,-0.0010533912550272362,-0.0007903577517565374,0.185317615227505,0.009628686076069037,-0.013075291154635994,-0.0007424334734910992
c_14416,v1_prophet,v2_volatility,0.0010861451689834212,0.0013312536956939791,0.056337654549144744,-0.00043383736435020914,0.0015463957256354188,0.0005430725844917106,0.0006656268478469896,-0.09283735731964485,-0.004964268060545063,0.0013639636230502045,0.00011361101844447827
c_14417,v1_prophet,v2_volatility,0.006288772259170461,0.0006753026510615268,0.0500016540140269,0.007108855245557155,-0.0018300136444846515,0.0002168542158334577,2.328629831246931e-05,0.033409388811120044,-0.0007341256219759451,0.005221612174072111,0.0006621466727602899
c_14435,v1_prophet,v2_volatility,-0.010730803529411692,-0.0005435109819359463,-0.22150825237116223,-0.02412501806028322,-0.01081241457834703,-0.0003424724530663274,-1.734609516816643e-05,0.040233609975486015,0.001999574689330874,0.00799482413447504,0.0026569318040785845
c_14471,v1_prophet,v2_volatility,0.014276523832073673,0.023489433213921274,0.0902654137901635,0.038761589536219,0.06191218942159171,0.0002595731605831639,0.00042708060388947644,-0.21551368735635257,-0.023381745117564634,0.005018259025018741,0.00033526555939781947
c_14820,v1_prophet,v2_volatility,-0.005738034306650874,0.02347262434531583,-0.18833461434235765,0.25175490145920687,0.28926706444693195,-0.00014903985212082194,0.0006096785544238009,0.011463527241675597,-0.011464164840420676,-0.02675141228677741,-0.004971404432948658
c_14855,v1_prophet,v2_volatility,-0.0029672589764893065,-0.0010451464077280148,-0.05253326450536733,-0.01143575089928861,-0.010697301610135268,-0.00018545368603058165,-6.532165048300093e-05,-0.08682422717169952,0.003735376664767198,-0.0011278535343529489,0.00012342752790105507
c_14886,v1_prophet,v2_volatility,-0.016687139271488904,0.01489047639316432,-0.06665123639449799,-0.0439901667314635,0.039890548356141586,-0.0004635316464302458,0.0004136243442545637,-0.12687440851626186,-0.018862784059227256,-0.11604884639864453,-0.036071856719781255
c_1494,v1_prophet,v2_volatility,0.0008246444779413387,0.0016279295699880847,0.04364712534588833,-0.0013210109981238727,0.0010040326938191013,0.00016492889558825802,0.0003255859139976308,-0.10036647697745205,-0.008253967772955395,-0.0029904342519782787,-0.00017089104631464271
